		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
101101100   27   30   26   31   25   31   33   24 384.932296 0.000000 FAILURE  91
101110000   84   99  102  128  125  123  124  118 48.323488 0.000000 FAILURE  92
101110100   42   41   27   29   39   25   34   30 331.692625 0.000000 FAILURE  93
101111000  102  106  105  109  105  100   98   96  7.011880 0.535351 SUCCESS  94
101111100  121   78   92  107   83   74   81  101 20.982002 0.007195 FAILURE  95
110000000  350  339  612  471  534  544  548  462 13867.507135 0.000000 FAILURE  96
110000010   86   92   98  107  116  123  118  117 27.806621 0.000512 FAILURE  97
110000100  111   88  100  147  143  115  126   99 74.573964 0.000000 FAILURE  98
110001000  109   88  125  113  110  139  123  113 52.913174 0.000000 FAILURE  99
110001010   26   25   30   27   25   29   29   37 383.836165 0.000000 FAILURE 100
110010000   89   96  120   95  114  132  107  100 28.651847 0.000365 FAILURE 101
110010010   17   27   22   28   25   33   29   38 398.944748 0.000000 FAILURE 102
110010100   30   28   34   36   21   29   32   23 377.481609 0.000000 FAILURE 103
110011000  103   89  108  116   93  106  113   91 13.267780 0.102962 SUCCESS 104
110011010   30   36   24   37   39   32   30   37 332.967291 0.000000 FAILURE 105
110100000  120  100  117  117  159  116  145  118 101.996354 0.000000 FAILURE 106
110100010   27   41   37   28   39   36   41   23 325.425460 0.000000 FAILURE 107
110100100   41   28   39   35   29   49   48   33 288.019095 0.000000 FAILURE 108
110101000   30   35   41   42   32   31   32   41 307.924232 0.000000 FAILURE 109
110101010   18   15    7   10    7    9    9   14 611.244591 0.000000 FAILURE 110
110101100   25   28   32   32   34   21   27   35 375.817443 0.000000 FAILURE 111
110110000   87   88   97   93  102  102  104   85  4.364575 0.822824 SUCCESS 112
110110010   20   35   28   31   29   30   27   25 388.500951 0.000000 FAILURE 113
110110100   35   36   32   31   29   27   27   32 353.760667 0.000000 FAILURE 114
110111000   85  111   99  100  115   99  111  105 13.245250 0.103685 SUCCESS 115
110111010   35   42   35   30   29   21   35   35 337.981638 0.000000 FAILURE 116
110111100  116  107  103  109   92   94   97  115 14.285738 0.074615 SUCCESS 117
111000000  292  280  430  386  412  388  404  383 6949.230752 0.000000 FAILURE 118
111000010  116   84   95  132  124   91  109  111 36.133597 0.000017 FAILURE 119
111000100   98   86  125  117   96  106   88   95 18.344597 0.018786 SUCCESS 120
111000110   88   81   68   63   68   78   76   71 41.993853 0.000001 FAILURE 121
111001000   88   92   99   98  106   94   92   89  2.726011 0.950358 SUCCESS 122
111001010   30   39   30   36   21   28   26   18 386.414172 0.000000 FAILURE 123
111001100  111   94   98  106   82   89   91  105  7.858130 0.447450 SUCCESS 124
111010000  116  102  101   94  124  101  116  105 21.965823 0.004980 FAILURE 125
111010010   34   33   41   29   26   41   36   40 313.575912 0.000000 FAILURE 126
111010100   31   38   36   32   29   28   33   38 332.180781 0.000000 FAILURE 127
111010110   43   31   33   31   26   26   38   43 326.565286 0.000000 FAILURE 128
111011000  105   92   95   85   91  106   78   93  6.882160 0.549399 SUCCESS 129
111011010   46   39   35   29   25   28   25   31 344.638304 0.000000 FAILURE 130
111011100   95  130  111  108  108   93   99  114 24.744213 0.001717 FAILURE 131
111100000  289  274  361  331  341  292  334  330 4467.564687 0.000000 FAILURE 132
111100010  104  101  103  105  103  121   88  103 12.884424 0.115889 SUCCESS 133
111100100   98  100   92   91   97   73   81   81  9.929889 0.269981 SUCCESS 134
111100110  118  114   96   96   85   91   95  101 11.671887 0.166455 SUCCESS 135
111101000  114  124   97   83  113   95   90   94 18.938235 0.015193 SUCCESS 136
111101010   42   48   28   33   26   32   26   38 325.225077 0.000000 FAILURE 137
111101100  123   94   82   97   73   91   79   92 18.623153 0.017010 SUCCESS 138
111101110  121  173  121  128  117   94  106  133 117.198472 0.000000 FAILURE 139
111110000  313  312  327  315  295  258  296  325 3908.641339 0.000000 FAILURE 140
111110010  129  121   95   96   92   82   85   93 23.349727 0.002943 FAILURE 141
111110100  127  141   95   84   84  102   91  103 38.843031 0.000005 FAILURE 142
111110110  152  139   90   97   98  100   86  121 66.488334 0.000000 FAILURE 143
111111000  345  368  295  305  300  280  277  345 4305.660582 0.000000 FAILURE 144
111111010  173  169  106   98   91  105   84  143 156.963686 0.000000 FAILURE 145
111111100  467  493  303  353  310  296  309  385 6822.474525 0.000000 FAILURE 146
111111110  706  744  346  436  367  382  361  519 15104.553549 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  417  551  348  284  282  448  673  479 11516.429488 0.000000 FAILURE   0
000000011  334  417  266  256  247  360  461  367 5664.135502 0.000000 FAILURE   1
000000101  126  125   96   71   84  115  176  131 119.336456 0.000000 FAILURE   2
000000111  309  344  243  238  226  326  358  317 3716.006310 0.000000 FAILURE   3
000001001  127  123   88   68   74  137  129  114 69.633353 0.000000 FAILURE   4
000001011   97  108   93   72   66   95  127  108 29.983521 0.000213 FAILURE   5
000001101  100  100   82   68   60  102  114   90 28.183149 0.000441 FAILURE   6
000001111  284  318  257  263  262  282  300  315 3213.770102 0.000000 FAILURE   7
000010001  116  156   96   78   86  117  164  128 120.015436 0.000000 FAILURE   8
000010011  117  112   79   63   74  123   87   91 36.591030 0.000014 FAILURE   9
000010101   50   28   35   27   34   46   46   40 283.896742 0.000000 FAILURE  10
000010111   94   98   96   71   72   85   92   89 13.332640 0.100906 SUCCESS  11
000011001  102  111   81   85  105  108  121  100 17.550576 0.024860 SUCCESS  12
