		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100100000  104  100  100   88   90   95   85   76  7.126921 0.523003 SUCCESS  76
100101000   93   99   98   84   89   87   59   87 17.137863 0.028705 SUCCESS  77
100110000   95   78   84  101  104   80   80   97 10.431699 0.236023 SUCCESS  78
100111000   97  112  103   86  103   98   97   92  5.934183 0.654604 SUCCESS  79
101000000   67   94   87   88   94   86  104   89 11.627168 0.168630 SUCCESS  80
101000100   92   99   94   83  103  102   97   83  4.667368 0.792464 SUCCESS  81
101001000  113   96   96   94   93   89   93   95  4.126642 0.845520 SUCCESS  82
101001100   88   92   84   91  109   86   81  100  7.371681 0.497113 SUCCESS  83
101010000   82  100   81   95   83   87   91   89  6.737079 0.565247 SUCCESS  84
101010100   89   79   99   87   85   98  110   93  7.621904 0.471247 SUCCESS  85
101011000   86  104  100   85   95   87  105  100  5.223456 0.733448 SUCCESS  86
101011100   83  103  105  104  105   87   95  103  6.928586 0.544357 SUCCESS  87
101100000   88   76   95   91   91   91   96  104  5.707515 0.679956 SUCCESS  88
101100100   96   96   94  107   82  105   73   84 10.997686 0.201830 SUCCESS  89
101101000   86   90   92  101   87   83  103   96  4.483371 0.811094 SUCCESS  90
101101100  114   96   97   93   79   90  101  108  9.489184 0.302722 SUCCESS  91
101110000   90   95   92   91   96  100   99   87  1.641828 0.990095 SUCCESS  92
101110100   93   91  104  103   91  100   85  100  3.675354 0.885163 SUCCESS  93
101111000   99  106   86  116  118  106   81   97 16.844628 0.031768 SUCCESS  94
101111100  111   96   91   90   95   92  106  100  5.108415 0.745928 SUCCESS  95
110000000  123   80   87   93  102   89   90  101 13.405010 0.098654 SUCCESS  96
110000010   94   86   95   89  102   97   97  102  2.470668 0.963085 SUCCESS  97
110000100   94   89   86  103  106   78   77   88 10.271256 0.246501 SUCCESS  98
110001000   84   85   89  104   99   89   83   97  5.671330 0.683993 SUCCESS  99
110001010  102  109   88   96   76   90  107   98  9.162836 0.328746 SUCCESS 100
110010000   92  109   96   98   97   90   89   77  6.521335 0.589042 SUCCESS 101
110010010   81   81   98   75   93  108   82   88 12.643419 0.124722 SUCCESS 102
110010100   85   90  100   91   93   88   76   86  6.864409 0.551330 SUCCESS 103
110011000  113   89   77  103   93   84   75   86 14.513430 0.069326 SUCCESS 104
110011010   99  103   93   90   98   94  102   81  3.985657 0.858415 SUCCESS 105
110100000   82   90   90   96   86   88   97  100  3.927283 0.863624 SUCCESS 106
110100010  111  102  101  101   93   90   90   97  4.940462 0.763920 SUCCESS 107
110100100  104   89   97  100   90   83   83  106  6.287839 0.615024 SUCCESS 108
110101000   71  104   89   83   86   90   87  104 11.564698 0.171708 SUCCESS 109
110101010   87   86  109   93   96  105  112  104  9.152595 0.329587 SUCCESS 110
110101100   84  118  110  110   98   81   96   96 14.523330 0.069104 SUCCESS 111
110110000   93   90   90   95   97   91   88   84  2.445407 0.964228 SUCCESS 112
110110010   90   91   75   95   87  101   85   95  6.717621 0.567383 SUCCESS 113
110110100   97   89   83   92   96   95   81   98  4.160096 0.842398 SUCCESS 114
110111000   99   90  107   91   86  101  105   89  5.026145 0.754778 SUCCESS 115
110111010  101   83  105  114  101  108  105  107 12.375104 0.135236 SUCCESS 116
110111100   92  118   94  102  115   91   96  103 12.052512 0.148876 SUCCESS 117
111000000   92   91   96   95   94   92  106   87  2.373379 0.967374 SUCCESS 118
111000010  103  112   87   82  121   94   92   93 14.120175 0.078686 SUCCESS 119
111000100   93   97   89  103   99   78   81   98  6.602580 0.580053 SUCCESS 120
