		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010101011  104   94   99   95  102   79  114   91  8.658978 0.371876 SUCCESS  62
010101111   86  101   96   98  111   89   94  100  4.978012 0.759924 SUCCESS  63
010110011   99  103   93   92   90   87   90   81  4.232466 0.835564 SUCCESS  64
010110111  103   83   93   90  105  111  102  116 12.148095 0.144718 SUCCESS  65
010111011  110  101  106  101   98   94   88   96  5.474702 0.705841 SUCCESS  66
010111111  102  103   76   95  113  108  100  109 13.316596 0.101411 SUCCESS  67
011000111  100   83   95   88   99   99   97   90  2.992619 0.934820 SUCCESS  68
011001111  103   96   88   83   88   90  106   88  5.364099 0.718046 SUCCESS  69
011010111   89   96   91  108  104   93   94  114  7.525297 0.481156 SUCCESS  70
011011111  105   89   95   93   96  101  105  100  3.480433 0.900703 SUCCESS  71
011101111  102  108   98  105  109   84  107  105 10.125493 0.256328 SUCCESS  72
011111111  104   83   90   94  113  100   96  104  7.631462 0.470272 SUCCESS  73
100000000   91  102   88   96   91   96   85   96  2.447114 0.964151 SUCCESS  74
100010000   96   91   86   91  100  103   68   94  9.979046 0.266500 SUCCESS  75
100100000   78   88   95   91   81   90   84   88  7.681643 0.465170 SUCCESS  76
100101000  110   88  109  101   91   95  107   95  7.542706 0.479363 SUCCESS  77
100110000   97   99   91   87   90   87   85  103  3.714953 0.881882 SUCCESS  78
100111000   87   97  102   90   90  107   85   87  5.090664 0.747843 SUCCESS  79
101000000  112   89  105  101   82   91  107   96  8.814983 0.358144 SUCCESS  80
101000100  103  106   74  114   97   94   81   90 13.252760 0.103444 SUCCESS  81
101001000   75   88  115   88   84   81   97  102 13.645674 0.091481 SUCCESS  82
101001100   95  109  100   98   91  100   87   89  4.126642 0.845520 SUCCESS  83
101010000   95   93   87  101   99   89   77  115  9.593642 0.294712 SUCCESS  84
101010100   89   87   78   96   94   75   92  108 10.300614 0.244557 SUCCESS  85
101011000   97  100   84   86  103   88  107  103  6.096674 0.636404 SUCCESS  86
101011100   91   92  103  116   84   90   89   97  7.845158 0.448740 SUCCESS  87
101100000   80   80   83   80  102   94  108  102 11.661305 0.166967 SUCCESS  88
101100100   94   85   86   89   90   81   91   90  4.865703 0.771829 SUCCESS  89
101101000   87   93   92  106  103   89   81   80  7.655699 0.467804 SUCCESS  90
101101100  109   99  102   80  103   94   93   88  6.664709 0.573202 SUCCESS  91
