		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111001010   92   90   84   89   86   92   97   84  4.114694 0.846630 SUCCESS 123
111001100  106   82  109   85   92   73   96   80 13.999672 0.081774 SUCCESS 124
111010000  110   82   99   73   96  118   91   93 15.797654 0.045370 SUCCESS 125
111010010  104  120  107  104   88   85   82   91 13.978507 0.082327 SUCCESS 126
111010100   92   96   91   99  104   99   93   91  1.782130 0.986978 SUCCESS 127
111010110   91   86   82   94   91  101   93  100  3.653165 0.886983 SUCCESS 128
111011000  108   93   98   96   96   76  105   97  7.163447 0.519105 SUCCESS 129
111011010   87  102   89  102   94   93  100   85  3.535052 0.896452 SUCCESS 130
111011100   95   99  110  102   74  106  110  110 14.561904 0.068245 SUCCESS 131
111100000  102   99  102   92   79   86   90   92  5.276709 0.727633 SUCCESS 132
111100010   96   91   91  106   86   97  112   89  6.227759 0.621736 SUCCESS 133
111100100   91  100  113   80   90  100  116  104 12.946553 0.113702 SUCCESS 134
111100110   98   86  106   88   97  100  115   88  8.200180 0.414164 SUCCESS 135
111101000  105   83  101   87  106  107   98   93  6.947361 0.542323 SUCCESS 136
111101010   86   86   97  104  114   94   90   89  7.328327 0.501658 SUCCESS 137
111101100   98  101  104  102   96   89   97   93  2.556010 0.959068 SUCCESS 138
111101110   99  109  100  103   79  107  100  120 15.176024 0.055812 SUCCESS 139
111110000  106   98   84   90   88   94   99   91  3.848428 0.870533 SUCCESS 140
111110010  107  104   88   89   86  115  119  119 21.714577 0.005473 FAILURE 141
111110100   97   91  109  106  101  103  101  103  6.241072 0.620248 SUCCESS 142
111110110  101   98  104  107   92   80   88   87  6.727862 0.566259 SUCCESS 143
111111000   97   76  100   93   82   91  112   96  9.408962 0.308979 SUCCESS 144
111111010   82   72  101  111  109   95   96  104 13.932423 0.083544 SUCCESS 145
111111100  102   90  103   93  100   97  114   96  6.082678 0.637971 SUCCESS 146
111111110   98   74  108  111   97   93   99   96  9.955492 0.268164 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
